comment,tokens
شہزادہ پیری بھی ظالم ہے اور قاتل بھی ایک کاف ر جو خدااور رسول سے انکاری ہے وہ تو کرے گا ایسا اس سے بھلائی کی کیا امید لیکن یہاں پر ایک سوال یہ بنتا ہے کہ اگر کوئی خدااور رسول کو ماننے والا ایسا کرے گا تو کیسے لگے گا کبھی سوچا ہے بلکل نہیں ایک منٹ نہیں ایک سیکنڈ کیلئے بھی نہیں سوچا کاف ر تو قابل نفرت ہے کاف ر ہے مردود ہے اور جو کاف ر بھی نہیں ہے تو اسکو کیا کہا جائے میں لکی مروت سے ہوں پچھلے دو مہینوں میں طالبان یعنی تحریک طالبان پاکستان کی جانب سے چالیس سے زیادہ پولیس والوں کو ایسے موت مارا گیا ہے جسکا شہزادہ ہیری نے سوچا بھی نہیں ہوگا ان پولیس والوں کے کچھ تیس کی بیویاں بیوہ ہوئی ہے اور تقریبا ان سب کے اکھٹے ہوکر کچھ ساٹھ بچے یتیم ہوئے ہیں اور کس کے ہاتھوں مدرسے کے پالے ہوئے طلباء کے ہاتھوں شہزادہ تو فخر سے کہہ رہا ہے کہ میں نے دشمن کی بچوں کو مارا ہے اور یہ جو پولیس والے مارے گئے ہیں یہ طالبان کے کس لحاظ سے دشمن ہے کچھ سوچو کچھ عقل کرو پاکستانیوں دن رات اسرائیل امریکہ اور بھارت کے پیچھے باتیں مت کرو اپنے گریبان میں جھانکو اپنے حالات سدھارو دنیا تو ویسے بھی آگے نکل چکی ہیں ہم دنیا سے سو سال نہیں پورے ہزار سال پیچھے چل رہے ہیں,"['شہزادہ', 'پیری', 'بھی', 'ظالم', 'ہے', 'اور', 'قاتل', 'بھی', 'ایک', 'کاف', 'ر', 'جو', 'خدااور', 'رسول', 'سے', 'انکاری', 'ہے', 'وہ', 'تو', 'کرے', 'گا', 'ایسا', 'اس', 'سے', 'بھلائی', 'کی', 'کیا', 'امید', 'لیکن', 'یہاں', 'پر', 'ایک', 'سوال', 'یہ', 'بنتا', 'ہے', 'کہ', 'اگر', 'کوئی', 'خدااور', 'رسول', 'کو', 'مان', 'نے', 'والا', 'ایسا', 'کرے', 'گا', 'تو', 'کی', 'سے', 'لگے', 'گا', 'ک', 'بھی', 'سوچا', 'ہے', 'بلکل', 'نہیں', 'ایک', 'منٹ', 'نہیں', 'ایک', 'سیکنڈ', 'کیلئے', 'بھی', 'نہیں', 'سوچا', 'کاف', 'ر', 'تو', 'قابل', 'نفرت', 'ہے', 'کاف', 'ر', 'ہے', 'مردود', 'ہے', 'اور', 'جو', 'کاف', 'ر', 'بھی', 'نہیں', 'ہے', 'تو', 'اس', 'کو', 'کیا', 'کہا', 'جائے', 'میں', 'لکی', 'مروت', 'سے', 'ہوں', 'پچھلے', 'دو', 'مہینوں', 'میں', 'طالبان', 'یعنی', 'تحریک', 'طالبان', 'پاکستان', 'کی', 'جانب', 'سے', 'چالیس', 'سے', 'زیادہ', 'پولیس', 'والوں', 'کو', 'ای', 'سے', 'موت', 'مارا', 'گیا', 'ہے', 'جسکا', 'شہزادہ', 'ہیری', 'نے', 'سوچا', 'بھی', 'نہیں', 'ہوگا', 'ان', 'پولیس', 'والوں', 'کے', 'کچھ', 'تیس', 'کی', 'بیویاں', 'بیوہ', 'ہوئی', 'ہے', 'اور', 'تقریبا', 'ان', 'سب', 'کے', 'اکھٹے', 'ہوکر', 'کچھ', 'ساٹھ', 'بچے', 'یتیم', 'ہوئے', 'ہیں', 'اور', 'کس', 'کے', 'ہاتھوں', 'مدر', 'سے', 'کے', 'پالے', 'ہوئے', 'طلباء', 'کے', 'ہاتھوں', 'شہزادہ', 'تو', 'فخر', 'سے', 'کہہ', 'رہا', 'ہے', 'کہ', 'میں', 'نے', 'دشمن', 'کی', 'بچوں', 'کو', 'مارا', 'ہے', 'اور', 'یہ', 'جو', 'پولیس', 'والے', 'مارے', 'گئے', 'ہیں', 'یہ', 'طالبان', 'کے', 'کس', 'لحاظ', 'سے', 'دشمن', 'ہے', 'کچھ', 'سوچو', 'کچھ', 'عقل', 'کرو', 'پاکستانیوں', 'دن', 'رات', 'اسرائیل', 'امریکہ', 'اور', 'بھارت', 'کے', 'پیچھے', 'باتیں', 'مت', 'کرو', 'اپ', 'نے', 'گریبان', 'میں', 'جھان', 'کو', 'اپ', 'نے', 'حالات', 'سدھارو', 'دنیا', 'تو', 'وی', 'سے', 'بھی', 'آگے', 'نکل', 'چکی', 'ہیں', 'ہم', 'دنیا', 'سے', 'سو', 'سال', 'نہیں', 'پورے', 'ہزار', 'سال', 'پیچھے', 'چل', 'رہے', 'ہیں']"
المکہ آنلائن قرآن اکیڈمی واٹساپ,"['المکہ', 'آنلائن', 'قرآن', 'اکیڈمی', 'واٹساپ']"
ایسے لوگ اپنے مزہب کا اصلی چہرہ ہوتے ہیں اور یہی اصلی چہرہ ہے اگر چہرہ ایسا ہے تو پھر جو نظر نہیں آتا وہ کیسا ہو گا جبکہ حقیقت میں انکے اس چہرے کو بگاڑ کر واپس بھیجا گیا ہے واہ کیا خوب ہے,"['ای', 'سے', 'لوگ', 'اپ', 'نے', 'مزہب', 'کا', 'اصلی', 'چہرہ', 'ہوتے', 'ہیں', 'اور', 'ی', 'ہی', 'اصلی', 'چہرہ', 'ہے', 'اگر', 'چہرہ', 'ایسا', 'ہے', 'تو', 'پھر', 'جو', 'نظر', 'نہیں', 'آتا', 'وہ', 'کیسا', 'ہو', 'گا', 'جبکہ', 'حقیقت', 'میں', 'انکے', 'اس', 'چہرے', 'کو', 'بگاڑ', 'کر', 'واپس', 'بھیجا', 'گیا', 'ہے', 'واہ', 'کیا', 'خوب', 'ہے']"
سردیوں میں فلو كورونا وائرس پھیل جاتا ھے ٹھنڈا سالن ٹھنڈی روٹی ٹھنڈا پانی باسی كھانے بیماری ھے,"['سردیوں', 'میں', 'فلو', 'كورونا', 'وائرس', 'پھیل', 'جاتا', 'ھے', 'ٹھنڈا', 'سالن', 'ٹھنڈی', 'روٹی', 'ٹھنڈا', 'پانی', 'باسی', 'كھا', 'نے', 'بیماری', 'ھے']"
ریڈیو كی ایك میری دوست ھے اس كو ھر وقت پاپڑ چپس كھانے كی عادت ھے پاپڑ گول مرچی والے كھاتی ھیں جس سے قبض ھوچاتی ھے لٹرین بیٹھی رھتی ھے بولتی ھیں ابھی حلیم كھاؤں گی ھائے ھائے,"['ریڈیو', 'كی', 'ایك', 'میری', 'دوست', 'ھے', 'اس', 'كو', 'ھر', 'وقت', 'پاپڑ', 'چپس', 'كھا', 'نے', 'كی', 'عادت', 'ھے', 'پاپڑ', 'گول', 'مرچی', 'والے', 'كھاتی', 'ھیں', 'جس', 'سے', 'قبض', 'ھوچاتی', 'ھے', 'لٹرین', 'بیٹھی', 'رھتی', 'ھے', 'بولتی', 'ھیں', 'ا', 'بھی', 'حلیم', 'كھاؤں', 'گی', 'ھائے', 'ھائے']"
پاکستانی عورتوں نمک چیک کرنے کے بہانے آدھا سالن تو میز پر آنے سے پہلے ہی ختم کر جاتی ہے اس کو وزن کم کرنے کا کیا غم اس نے کون سا باہر کام کرنے جانا ہوتا ہے اب نئے دور کی پاکستانی عورت کا آدھا وقت موبائل اور آدھا وقت سو کر اور آدھا وقت گھر میں آنے والی ماسی سے کام کرانے پر اور تھوڑا سا وقت اگر بچ گیا اور اگرموڈ ہوا تو گھر میں کھانا بنانے گی نہیں تو باہر روغن اور تیل چینایئ سے بھرپور کھانا تو موجود ہے,"['پاکستانی', 'عورتوں', 'نمک', 'چیک', 'کر', 'نے', 'کے', 'بہا', 'نے', 'آدھا', 'سالن', 'تو', 'میز', 'پر', 'آ', 'نے', 'سے', 'پہلے', 'ہی', 'ختم', 'کر', 'جاتی', 'ہے', 'اس', 'کو', 'وزن', 'کم', 'کر', 'نے', 'کا', 'کیا', 'غم', 'اس', 'نے', 'کون', 'سا', 'باہر', 'کام', 'کر', 'نے', 'جانا', 'ہوتا', 'ہے', 'اب', 'نئے', 'دور', 'کی', 'پاکستانی', 'عورت', 'کا', 'آدھا', 'وقت', 'موبائل', 'اور', 'آدھا', 'وقت', 'سو', 'کر', 'اور', 'آدھا', 'وقت', 'گھر', 'میں', 'آ', 'نے', 'والی', 'ماسی', 'سے', 'کام', 'کرا', 'نے', 'پر', 'اور', 'تھوڑا', 'سا', 'وقت', 'اگر', 'بچ', 'گیا', 'اور', 'اگرموڈ', 'ہوا', 'تو', 'گھر', 'میں', 'کھانا', 'بنا', 'نے', 'گی', 'نہیں', 'تو', 'باہر', 'روغن', 'اور', 'تیل', 'چینایئ', 'سے', 'بھرپور', 'کھانا', 'تو', 'موجود', 'ہے']"
شھباز کی پالتو عاصمہ شیرازی,"['شھباز', 'کی', 'پالتو', 'عاصمہ', 'شیرازی']"
ذمہ دار سب یہ ھیں,"['ذمہ', 'دار', 'سب', 'یہ', 'ھیں']"
چالیس سالہ اقتدار کی قابل فخر کارکردگی قرضوں پہ قرضے لینا ادارے نیلام کرنا گروی رکھنااور لوٹ کھسوٹ و کرپشن کو فروغ دے کر عوام کو قرضوں اور مہنگائی میں ڈبونا,"['چالیس', 'سالہ', 'اقتدار', 'کی', 'قابل', 'فخر', 'کارکردگی', 'قرضوں', 'پہ', 'قرضے', 'لینا', 'ادارے', 'نیلام', 'کرنا', 'گروی', 'رکھنااور', 'لوٹ', 'کھسوٹ', 'و', 'کرپشن', 'کو', 'فروغ', 'دے', 'کر', 'عوام', 'کو', 'قرضوں', 'اور', 'مہنگائی', 'میں', 'ڈبونا']"
یا الل ہ پاکستان کے خزانے کو لوٹنے والوں کو ان کو ڈیفیند کرنے والوں کو ان کو سپورٹ کرنے والوں کو ان کی اولادوں سمیت تباہ و برباد کر آمین ثمہ آمین,"['یا', 'الل', 'ہ', 'پاکستان', 'کے', 'خزا', 'نے', 'کو', 'لوٹ', 'نے', 'والوں', 'کو', 'ان', 'کو', 'ڈیفیند', 'کر', 'نے', 'والوں', 'کو', 'ان', 'کو', 'سپورٹ', 'کر', 'نے', 'والوں', 'کو', 'ان', 'کی', 'اولادوں', 'سمیت', 'تباہ', 'و', 'برباد', 'کر', 'آمین', 'ثمہ', 'آمین']"
ایک ہی شخص کو گرانے میں لگے ہوئے ہیں دنیا بھر کے گرے ہوئے لوگ اللہ تعالی اپنے حفظ ا مان میں رکھے آمین,"['ایک', 'ہی', 'شخص', 'کو', 'گرا', 'نے', 'میں', 'لگے', 'ہوئے', 'ہیں', 'دنیا', 'بھر', 'کے', 'گرے', 'ہوئے', 'لوگ', 'اللہ', 'تعالی', 'اپ', 'نے', 'حفظ', 'ا', 'مان', 'میں', 'رکھے', 'آمین']"
اصل میں ذمہ دار وہ ہے جن کے در پر جا کر عاصمہ شیرازی دم ہلاتی ہیں اور فری میں حج عمرہ کرتی ہیں,"['اصل', 'میں', 'ذمہ', 'دار', 'وہ', 'ہے', 'جن', 'کے', 'در', 'پر', 'جا', 'کر', 'عاصمہ', 'شیرازی', 'دم', 'ہلاتی', 'ہیں', 'اور', 'فری', 'میں', 'حج', 'عمرہ', 'کرتی', 'ہیں']"
نکلنا ہوگا بچوں کی مستقبل کی خاطر ٹویٹر پر ٹرینڈ چلنا چاہئے,"['نکلنا', 'ہوگا', 'بچوں', 'کی', 'مستقبل', 'کی', 'خاطر', 'ٹویٹر', 'پر', 'ٹرینڈ', 'چلنا', 'چاہئے']"
یہ تو اچھا ہے کے چندہ ملا ورنہ پاکستان برباد سب لوگ چور ہیں امپورٹ گورنمنٹ,"['یہ', 'تو', 'اچھا', 'ہے', 'کے', 'چندہ', 'ملا', 'ورنہ', 'پاکستان', 'برباد', 'سب', 'لوگ', 'چور', 'ہیں', 'امپورٹ', 'گورنمنٹ']"
زمہ صرف اور صرف لفافہ صحافی ہیں جو ہر غلط کو لفافہ لیکر ٹھیک کرنے کی کوشش کرتے ہیں,"['زمہ', 'صرف', 'اور', 'صرف', 'لفافہ', 'صحافی', 'ہیں', 'جو', 'ہر', 'غلط', 'کو', 'لفافہ', 'لیکر', 'ٹھیک', 'کر', 'نے', 'کی', 'کوشش', 'کرتے', 'ہیں']"
عاصمہ نے تیرہ جماعتی اتحاد کو بری زمہ قرارا دے دیا یہاں سے ہی اندازہ لگا جاتا ہے کمال کی کالم نگار ہے,"['عاصمہ', 'نے', 'تیرہ', 'جماعتی', 'اتحاد', 'کو', 'بری', 'زمہ', 'قرارا', 'دے', 'دیا', 'یہاں', 'سے', 'ہی', 'اندازہ', 'لگا', 'جاتا', 'ہے', 'کمال', 'کی', 'کالم', 'نگار', 'ہے']"
معیشت کا اصل جنازہ تو تمھاری پسندیدہ ن لیگ نے نکالا ہے چلتی پھرتی معیشت کو تباہ کر کے رکھ دیا صرف ماہ میں اور اب تم جیسے لفافوں کے ذریعے کندھا ڈھونڈ رہے ہیں کہ کس پر ڈالیں,"['معیشت', 'کا', 'اصل', 'جنازہ', 'تو', 'تمھاری', 'پسندیدہ', 'ن', 'لیگ', 'نے', 'نکالا', 'ہے', 'چلتی', 'پھرتی', 'معیشت', 'کو', 'تباہ', 'کر', 'کے', 'رکھ', 'دیا', 'صرف', 'ماہ', 'میں', 'اور', 'اب', 'تم', 'جی', 'سے', 'لفافوں', 'کے', 'ذریعے', 'کندھا', 'ڈھونڈ', 'رہے', 'ہیں', 'کہ', 'کس', 'پر', 'ڈالیں']"
یعنی دونوں ہیں,"['یعنی', 'دونوں', 'ہیں']"
پاکستان کی معیشت کو لیکر لنڈے کے معیشت دان دانشور صحافی تجزیہ نگار مختلف تجاویز اور لائحۂ عمل پیش کرنے میں لگے ہوۓ ہیں باشعور عوام کچھ بنیادی اقدامات کی عملداری کو اہمیت دیتی ہے جن سے معیشت اور ملکی خزانہ دونوں کی حالت بہتر ہونا ممکن ہے وہ اقدامات مندرجہ ذیل ہیں سابقہ اور موجودہ تمام صدور وزراۓ اعظم سپاہ سالار وزیر مشیر سفیر وفاقی و صوبائی ایوانوں کے اراکین سترہ گریڈ سے بائیس گریڈ کے سرکاری اہلکاران اور انکے والدین اولاد اور بہن بھائیوں کی بیس کروڑ سے زائد اندرون بیرون ملک جائیداد کاروبار گاڑیاں اور بینک بیلینس بحق سرکار ضبط کر کے قومی خزانہ میں جمع کروایا جاۓ گویا مقروض ریاست میں فلاح و بہبود کے ٹھیکیدار خاندانوں کی اجتماعی دولت بیس کروڑ سے زائد نہ ہو تمام وزیر مشیر سفیر وفاقی و صوبائی ایوانوں کے اراکین سولہ تا بائیس گریڈ کے سرکاری اہلکاران کی بنیادی ماہانہ تنخواہ آدھی کر دی جاۓ اور تمام الاؤنسز ہاؤسنگ میڈیکل ٹرانسپورٹ بشمول پینشن وغیرہ مکمل ختم کر دیے جائیں تمام وفاقی و صوبائی ایوانوں بشمول سرکاری اداروں کی بیس لاکھ سے زائد مالیتی گاڑیوں کو فروخت کر کے آمدن قومی خزانہ میں جمع کی جاۓ اور مستقبل میں انکے استعمال پر مکمل پابندی عائد کی جاۓ سرکاری سطح پر تمام قسم کی کانفرنسز سیمینار میٹینگز وغیرہ کے لیے بزنس کلاس ہوائی سفر پنج ستارہ ہوٹلوں کا استعمال ممنوع قرار دیا جاۓ جبکہ بیرون ممالک وفود کے ارکان کی تعداد کسی بھی صورت پانچ افراد سے زائد نہ ہو اور تمام کے لیے اکانومی کلاس ٹکٹ اور ٹو سٹار ہوٹل کی رہائیش مہیا کی جاۓ صدر وزیراعظم چیف جسٹس مفتئ اعظم اور سپاہ سالار کے علاوہ تمام قسم کے حفاظتی پروٹوکول یکسر ختم کر دیے جائیں ایک مقروض ریاست کے ذمہ داران کو اس قسم کے اللے تللے زیب نہیں دیتے مندرجہ بالا اقدامات سے اشرافیہ نواز مافیہ اپنی موت آپ مر جاۓ گا اور ریاست حقیقی نمائندگان اور راہنماؤں کے لیے خالی ہوتی جاۓ گی,"['پاکستان', 'کی', 'معیشت', 'کو', 'لیکر', 'لنڈے', 'کے', 'معیشت', 'دان', 'دانشور', 'صحافی', 'تجزیہ', 'نگار', 'مختلف', 'تجاویز', 'اور', 'لا', 'ئحۂ', 'عمل', 'پیش', 'کر', 'نے', 'میں', 'لگے', 'ہوۓ', 'ہیں', 'باشعور', 'عوام', 'کچھ', 'بنیادی', 'اقدامات', 'کی', 'عملداری', 'کو', 'اہمیت', 'دیتی', 'ہے', 'جن', 'سے', 'معیشت', 'اور', 'ملکی', 'خزانہ', 'دونوں', 'کی', 'حالت', 'بہتر', 'ہونا', 'ممکن', 'ہے', 'وہ', 'اقدامات', 'مندرجہ', 'ذیل', 'ہیں', 'سابقہ', 'اور', 'موجودہ', 'تمام', 'صدور', 'وزراۓ', 'اعظم', 'سپاہ', 'سالار', 'وزیر', 'مشیر', 'سفیر', 'وفاقی', 'و', 'صوبائی', 'ایوانوں', 'کے', 'اراکین', 'سترہ', 'گریڈ', 'سے', 'بائیس', 'گریڈ', 'کے', 'سرکاری', 'اہلکاران', 'اور', 'انکے', 'والدین', 'اولاد', 'اور', 'بہن', 'بھائیوں', 'کی', 'بیس', 'کروڑ', 'سے', 'زائد', 'اندرون', 'بیرون', 'ملک', 'جائیداد', 'کاروبار', 'گاڑیاں', 'اور', 'بینک', 'بیلینس', 'بحق', 'سرکار', 'ضبط', 'کر', 'کے', 'قومی', 'خزانہ', 'میں', 'جمع', 'کروایا', 'جاۓ', 'گویا', 'مقروض', 'ریاست', 'میں', 'فلاح', 'و', 'بہبود', 'کے', 'ٹھیکیدار', 'خاندانوں', 'کی', 'اجتماعی', 'دولت', 'بیس', 'کروڑ', 'سے', 'زائد', 'نہ', 'ہو', 'تمام', 'وزیر', 'مشیر', 'سفیر', 'وفاقی', 'و', 'صوبائی', 'ایوانوں', 'کے', 'اراکین', 'سولہ', 'تا', 'بائیس', 'گریڈ', 'کے', 'سرکاری', 'اہلکاران', 'کی', 'بنیادی', 'ماہانہ', 'تنخواہ', 'آدھی', 'کر', 'دی', 'جاۓ', 'اور', 'تمام', 'الاؤنسز', 'ہاؤسنگ', 'میڈیکل', 'ٹرانسپورٹ', 'بشمول', 'پینشن', 'وغیرہ', 'مکمل', 'ختم', 'کر', 'دیے', 'جائیں', 'تمام', 'وفاقی', 'و', 'صوبائی', 'ایوانوں', 'بشمول', 'سرکاری', 'اداروں', 'کی', 'بیس', 'لا', 'کھ', 'سے', 'زائد', 'مالیتی', 'گاڑیوں', 'کو', 'فروخت', 'کر', 'کے', 'آمدن', 'قومی', 'خزانہ', 'میں', 'جمع', 'کی', 'جاۓ', 'اور', 'مستقبل', 'میں', 'انکے', 'استعمال', 'پر', 'مکمل', 'پابندی', 'عائد', 'کی', 'جاۓ', 'سرکاری', 'سطح', 'پر', 'تمام', 'قسم', 'کی', 'کانفرنسز', 'سیمینار', 'میٹینگز', 'وغیرہ', 'کے', 'لیے', 'بزنس', 'کلاس', 'ہوائی', 'سفر', 'پنج', 'ستارہ', 'ہوٹلوں', 'کا', 'استعمال', 'ممنوع', 'قرار', 'دیا', 'جاۓ', 'جبکہ', 'بیرون', 'ممالک', 'وفود', 'کے', 'ارکان', 'کی', 'تعداد', 'کسی', 'بھی', 'صورت', 'پانچ', 'افراد', 'سے', 'زائد', 'نہ', 'ہو', 'اور', 'تمام', 'کے', 'لیے', 'اکانومی', 'کلاس', 'ٹکٹ', 'اور', 'ٹو', 'سٹار', 'ہوٹل', 'کی', 'رہائیش', 'مہیا', 'کی', 'جاۓ', 'صدر', 'وزیراعظم', 'چیف', 'جسٹس', 'مفتئ', 'اعظم', 'اور', 'سپاہ', 'سالار', 'کے', 'علاوہ', 'تمام', 'قسم', 'کے', 'حفاظتی', 'پروٹوکول', 'یکسر', 'ختم', 'کر', 'دیے', 'جائیں', 'ایک', 'مقروض', 'ریاست', 'کے', 'ذمہ', 'داران', 'کو', 'اس', 'قسم', 'کے', 'اللے', 'تللے', 'زیب', 'نہیں', 'دیتے', 'مندرجہ', 'بالا', 'اقدامات', 'سے', 'اشرافیہ', 'نواز', 'مافیہ', 'اپنی', 'موت', 'آپ', 'مر', 'جاۓ', 'گا', 'اور', 'ریاست', 'حقیقی', 'نمائندگان', 'اور', 'راہنماؤں', 'کے', 'لیے', 'خالی', 'ہوتی', 'جاۓ', 'گی']"
مفت سرکاری حاجن بھی بذرٸعہ بی بی سی عوام کو لیکچر دے رہی ہے,"['مفت', 'سرکاری', 'حاجن', 'بھی', 'بذرٸعہ', 'بی', 'بی', 'سی', 'عوام', 'کو', 'لیکچر', 'دے', 'ر', 'ہی', 'ہے']"
